C,In,0.014344386979008214
D,the,0.5014002094622285
N,aftermath,7.157078350488633e-05
C,of,0.18590660176452692
N,stock,0.004242195531380536
N,market,0.006382812601663045
P,'s,0.2376945845209384
A,gut-wrenching,2.8167030490810506e-05
A,190-point,0.0002675867896626998
N,drop,0.0005693130506070503
C,on,0.04093398235473076
N,Oct.,0.0011776647103985843
O,13,0.0014020818791538952
O,,,0.31388425237473827
N,Kidder,0.0003448410477962705
N,Peabody,0.00013012869728161152
C,&,0.008305445695162762
N,Co.,0.003071037255846032
O,1,400,3.641771114685442e-05
N,stockbrokers,2.2772522024282015e-05
C,across,0.000608457560085184
N,country,0.0008751154892188374
V,began,0.0014745288244187962
D,a,0.23233231637903556
N,telephone,0.0003448410477962705
C,and,0.12945695162762397
A,letter-writing,1.4083515245405253e-05
N,campaign,0.0003741200046846331
V,aimed,0.0004865196628792982
C,at,0.035199269850927896
V,quashing,7.484917890450741e-06
A,second-largest,0.00036617139638053656
N,program,0.0019161450674717295
N,trader,0.0002895363514515856
O,.,0.25256896604048434
D,The,0.08362551796366285
N,target,0.00022447200281077985
P,their,0.04837206752905065
N,wrath,9.759652296120863e-06
O,?,0.002482473976510576
P,Their,0.0015073448805086604
A,own,0.00584465882684318
N,employer,6.181113120876547e-05
C,Since,0.0008518405841192577
N,October,0.000644137051543977
N,minicrash,6.506434864080576e-06
N,Wall,0.001005244186500449
N,Street,0.0010182570562286102
V,has,0.02603254442298768
V,been,0.012574662055957246
V,shaken,8.233409679495816e-05
C,by,0.03675083662914512
D,an,0.038431765402304086
N,explosion,3.253217432040288e-05
N,resentment,1.626608716020144e-05
C,against,0.004038637055065409
N,trading,0.0034191315210743427
A,computer-driven,0.00016900218294486303
A,lightning-fast,1.4083515245405253e-05
N,trades,0.00026351061199526333
A,huge,0.0018167734666572777
N,baskets,7.157078350488633e-05
N,stocks,0.0019226515023358101
N,futures,0.001096334274597577
W,that,0.22268907563025211
M,can,0.09271649780156757
V,send,0.00022454753671352225
N,prices,0.0024464195088942965
V,reeling,4.490950734270445e-05
C,in,0.1221706723456039
N,minutes,0.00021796556794669928
C,But,0.014032552479464557
V,heated,1.4969835780901483e-05
N,fight,0.00011386261012141007
C,over,0.006031335564344387
V,is,0.05524617894941693
C,about,0.012062671128688774
R,much,0.005289180177072554
A,more,0.016252376593197664
C,than,0.013180711895345299
A,volatile,0.0007464263080064784
A,real,0.004492641363284275
N,battle,0.0002927895688836259
W,who,0.1741596638655462
M,will,0.31150831580959665
V,control,0.0003218514692893819
D,that,0.014081781339647556
V,reap,4.490950734270445e-05
P,its,0.10510304757728568
N,rewards,2.927895688836259e-05
N,Program,8.13304358010072e-05
P,itself,0.0044398158298618725
V,according,0.002514932411191449
R,to,0.39194139194139194
A,many,0.010464051827336103
N,academics,9.759652296120863e-06
V,have,0.023884372988428316
V,studied,0.00011227376835676112
P,it,0.13557882043411532
R,merely,0.0006077629396015046
V,caught,0.00027694196194667743
N,middle,4.554504404856403e-05
D,this,0.023040845134556714
R,unfairly,0.00018068627934098787
V,labeled,7.484917890450742e-05
C,as,0.028445390933982354
N,evil,9.759652296120863e-06
V,driving,0.00016466819358991632
N,force,0.00033833461293218995
N,marketplace,9.109008809712806e-05
N,evidence,0.00032857496063606905
V,indicates,0.000261972126165776
C,that,0.03970185579555826
V,did,0.0046256792562985585
R,n't,0.055749930189392075
N,fact,0.0005367808762866475
V,cause,0.00038173081241298784
A,sharp,0.0012815998873318781
N,fall,0.0002895363514515856
C,though,0.0015895953757225434
M,may,0.08000382336073408
V,exacerbated,3.742458945225371e-05
C,On,0.0017341040462427746
O,one,0.007896573700342933
N,side,0.00030254922117974677
N,power,0.0008067979231459913
N,struggle,6.831756607284604e-05
V,stand,0.00038173081241298784
N,forces,0.0002472445248350619
N,ascendency,3.253217432040288e-06
O,--,0.013432065794664806
N,New,0.004086041094642601
N,Guard,6.506434864080576e-05
V,consisting,0.0001422134399185641
A,high-tech,0.0002112527286810788
N,computer,0.0010670553177092143
N,wizards,3.253217432040288e-06
A,major,0.008816280543623689
N,brokerage,0.00044243757075747915
N,firms,0.000927166968131482
N,pension,0.00025700417713118274
N,fund,0.0007384803570731454
N,clients,0.00047496974507788204
C,with,0.03412686340127776
N,immense,3.253217432040288e-06
N,pools,2.927895688836259e-05
N,money,0.0017339648912774734
N,traders,0.001050789230549013
A,fast-growing,0.00014083515245405255
N,Chicago,0.0007449867919372259
N,exchanges,0.00023097843767486045
D,These,0.0017303401484449706
V,are,0.029019026661277526
A,main,0.0012534328568410676
N,proponents,3.253217432040288e-05
V,Defending,7.484917890450741e-06
N,ramparts,3.253217432040288e-06
N,Old,8.458365323304749e-05
A,traditional,0.0008872614604605309
A,stock-picking,4.225054573621576e-05
N,managers,0.0005335276588546072
N,tens,2.6025739456322304e-05
N,thousands,0.00018543339362629642
N,brokers,0.0003806264395487137
N,York,0.0032076723879917238
N,Stock,0.0012069436672869469
N,Exchange,0.0016266087160201439
V,listed,0.00040418556608434004
N,companies,0.0026936640337293584
A,clannish,1.4083515245405253e-05
N,floor,0.00034158783036423025
V,known,0.0010853130941153575
N,specialists,0.00014314156700977266
V,make,0.004693043517312615
N,markets,0.0013240594948403972
C,So,0.00048676604806814725
R,far,0.005190624024704742
V,seems,0.0008907052289636383
V,be,0.02978997320399395
V,winning,0.00017215311148036707
A,program-trading,0.0002535032744172946
R,successfully,0.00031209448249806994
V,mobilizing,7.484917890450741e-06
A,public,0.0034363777198788818
A,congressional,0.0015351031617491726
N,opinion,0.0001594076541699741
V,bludgeon,1.4969835780901483e-05
N,tormentors,3.253217432040288e-06
N,Mercantile,9.759652296120863e-05
N,yesterday,0.002215441071219436
V,announced,0.0020209278304217
N,addition,0.0007287207047770245
D,another,0.004314466554346341
N,layer,2.6025739456322304e-05
N,halts,9.759652296120863e-06
V,designed,0.000696097363811919
V,slow,0.0003218514692893819
C,during,0.00305749923942805
R,rapidly,0.0006570410157854104
V,falling,0.00045657999131749525
N,Big,0.0007059481827527425
N,Board,0.0009727120121800461
V,expected,0.003967006481938893
N,today,0.0008946347938110792
V,approve,0.0002694570440562267
D,some,0.01522016301625609
A,additional,0.0025209492289275403
N,restrictions,0.00022772522024282015
V,Stung,1.4969835780901483e-05
N,charges,0.0005432873111507281
